,Transaction Number,Date,Description,Memo,Amount Debit,Amount Credit,Balance,Check Number,Fees,Category
400,20230113000000[-6:CST]*-35.30*0**XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 622333,01/13/2023,XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 622333,,-35.3,,45075.91,,0.0,Groceries
401,20230112000000[-6:CST]*-20.00*0**XX3498 POS WITHDRAWAL. HY VEE CLINIC 30 AMES IA 001 189463,01/12/2023,XX3498 POS WITHDRAWAL. HY VEE CLINIC 30 AMES IA 001 189463,,-20.0,,45111.21,,0.0,Groceries
402,20230112000000[-6:CST]*-15.56*0**XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 668833,01/12/2023,XX3498 POS WITHDRAWAL. WAL-MART #0749 AM ES IA 24074901 668833,,-15.56,,45131.21,,0.0,Groceries
403,20230111000000[-6:CST]*-185.78*0**Alliant - IPL PAYMENT 3836938783,01/11/2023,Alliant - IPL PAYMENT 3836938783,,-185.78,,45146.77,,0.0,Bills & Utilities
404,20230111000000[-6:CST]*-77.55*0**ASPEN WASTE SYST EFT PMT 8 00257691,01/11/2023,ASPEN WASTE SYST EFT PMT 8 00257691,,-77.55,,45332.55,,0.0,Bills & Utilities
405,20230111000000[-6:CST]*-77.56*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490050 301111002418,01/11/2023,XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490050 301111002418,,-77.56,,45410.1,,0.0,Groceries
406,20230111000000[-6:CST]*-37.00*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 32583874 579056,01/11/2023,XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 32583874 579056,,-37.0,,45487.66,,0.0,Food & Drink
407,20230110000000[-6:CST]*2.04*501**Interest paid,01/10/2023,Interest paid,,,2.04,45524.66,,0.0,Deposit
408,20230110000000[-6:CST]*-802.00*0**DHS CSRU IOW DHS IOWDHS012276713,01/10/2023,DHS CSRU IOW DHS IOWDHS012276713,,-802.0,,45522.62,,0.0,Bills & Utilities
409,20230110000000[-6:CST]*-0.29*0**DHS CSRU conv fee IOWDHS012276714,01/10/2023,DHS CSRU conv fee IOWDHS012276714,,-0.29,,46324.62,,0.0,Bills & Utilities
410,20230110000000[-6:CST]*-9.95*0**XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00426479 537292,01/10/2023,XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00426479 537292,,-9.95,,46324.91,,0.0,Food & Drink
411,20230109000000[-6:CST]*-57.65*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 093391,01/09/2023,XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 093391,,-57.65,,46334.86,,0.0,Groceries
412,20230106000000[-6:CST]*-1983.82*0**CHASE CREDIT CRD AUTOPAY 000000000172311,01/06/2023,CHASE CREDIT CRD AUTOPAY 000000000172311,,-1983.82,,46392.51,,0.0,Bills & Utilities
413,20230106000000[-6:CST]*-400.00*0**VENMO PAYMENT 1024535828562,01/06/2023,VENMO PAYMENT 1024535828562,,-400.0,,48376.33,,0.0,Personal
414,20230106000000[-6:CST]*-28.89*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 449482,01/06/2023,XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 449482,,-28.89,,48776.33,,0.0,Groceries
415,20230106000000[-6:CST]*3737.43*501**DONNELLEY FINANC DIRECT DEP 653082996898 L5Z,01/06/2023,DONNELLEY FINANC DIRECT DEP 653082996898 L5Z,,,3737.43,48805.22,,0.0,Deposit
416,20230105000000[-6:CST]*-712.75*0**IOWA BANKERS MTG ACH PMT XXXXXX2430,01/05/2023,IOWA BANKERS MTG ACH PMT XXXXXX2430,,-712.75,,45067.79,,0.0,Home
417,20230105000000[-6:CST]*-39.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 453786,01/05/2023,XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 453786,,-39.0,,45780.54,,0.0,Groceries
418,20230104000000[-6:CST]*-29.00*0**XX3498 POS PURCHASE AT THE SALVATION AR AMES IA 40624469 447475,01/04/2023,XX3498 POS PURCHASE AT THE SALVATION AR AMES IA 40624469 447475,,-29.0,,45819.54,,0.0,Home
419,20230104000000[-6:CST]*-23.42*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 873469,01/04/2023,XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 873469,,-23.42,,45848.54,,0.0,Groceries
420,20230103000000[-6:CST]*-81.93*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490046 300320002796,01/03/2023,XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490046 300320002796,,-81.93,,45871.96,,0.0,Groceries
421,20230103000000[-6:CST]*-8.83*0**XX3498 POS PURCHASE AT NORTH GRAND CINE AMES IA 65035558 293614,01/03/2023,XX3498 POS PURCHASE AT NORTH GRAND CINE AMES IA 65035558 293614,,-8.83,,45953.89,,0.0,Entertainment
422,20230103000000[-6:CST]*10000.00*501**XX3498 CHECK DEPOSIT.. 405 5TH ST AMES I A IA000619 004422,01/03/2023,XX3498 CHECK DEPOSIT.. 405 5TH ST AMES I A IA000619 004422,,,10000.0,45962.72,,0.0,Deposit
423,20221229000000[-6:CST]*-66.24*0**CITY OF AMES UT BILL 002629810006826,12/29/2022,CITY OF AMES UT BILL 002629810006826,,-66.24,,35962.72,,0.0,Bills & Utilities
424,20221229000000[-6:CST]*-36.00*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 165438,12/29/2022,XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 165438,,-36.0,,36028.96,,0.0,Groceries
425,20221228000000[-6:CST]*-105.62*0**CITY OF AMES UT BILL 002819790003022,12/28/2022,CITY OF AMES UT BILL 002819790003022,,-105.62,,36064.96,,0.0,Bills & Utilities
426,20221228000000[-6:CST]*-44.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 643893,12/28/2022,XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 643893,,-44.0,,36170.58,,0.0,Groceries
427,20221227000000[-6:CST]*-45.00*0**VENMO PAYMENT 1024339201996,12/27/2022,VENMO PAYMENT 1024339201996,,-45.0,,36214.58,,0.0,Personal
428,20221227000000[-6:CST]*-72.55*0**XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 263297,12/27/2022,XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 263297,,-72.55,,36259.58,,0.0,Groceries
429,20221227000000[-6:CST]*-25.66*0**XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T22 805466,12/27/2022,XX3498 POS WITHDRAWAL. WALGREENS 2719 G AMES IA 12108T22 805466,,-25.66,,36332.13,,0.0,Groceries
430,20221223000000[-6:CST]*-588.14*0**FARMERS INS EFT PYMT mXXXXX5868,12/23/2022,FARMERS INS EFT PYMT mXXXXX5868,,-588.14,,36357.79,,0.0,Automotive
431,20221223000000[-6:CST]*-100.00*0**VENMO PAYMENT 1024278608710,12/23/2022,VENMO PAYMENT 1024278608710,,-100.0,,36945.93,,0.0,Personal
432,20221223000000[-6:CST]*-59.47*0**XX3498 POS WITHDRAWAL. CYCLONE L 626 LI AMES IA 94367102 020673,12/23/2022,XX3498 POS WITHDRAWAL. CYCLONE L 626 LI AMES IA 94367102 020673,,-59.47,,37045.93,,0.0,Food & Drink
433,20221223000000[-6:CST]*-43.14*0**XX3498 POS WITHDRAWAL. TARGET T-1170 Ame s IA 600001 020105,12/23/2022,XX3498 POS WITHDRAWAL. TARGET T-1170 Ame s IA 600001 020105,,-43.14,,37105.4,,0.0,Shopping
434,20221223000000[-6:CST]*-25.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 120208,12/23/2022,XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 120208,,-25.0,,37148.54,,0.0,Groceries
435,20221223000000[-6:CST]*-340.00*0**Miscellaneous Debit,12/23/2022,Miscellaneous Debit,,-340.0,,37173.54,,0.0,Personal
436,20221223000000[-6:CST]*4688.18*501**DONNELLEY FINANC DIRECT DEP 943424152660 L5Z,12/23/2022,DONNELLEY FINANC DIRECT DEP 943424152660 L5Z,,,4688.18,37513.54,,0.0,Deposit
437,20221221000000[-6:CST]*-124.75*0**Alliant - IPL PAYMENT 0061467186,12/21/2022,Alliant - IPL PAYMENT 0061467186,,-124.75,,32825.36,,0.0,Bills & Utilities
438,20221221000000[-6:CST]*-35.00*0**VENMO PAYMENT 1024234383531,12/21/2022,VENMO PAYMENT 1024234383531,,-35.0,,32950.11,,0.0,Personal
439,20221221000000[-6:CST]*-188.40*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 320169,12/21/2022,XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 320169,,-188.4,,32985.11,,0.0,Groceries
440,20221220000000[-6:CST]*-80.00*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 870268,12/20/2022,XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 870268,,-80.0,,33173.51,,0.0,Groceries
441,20221220000000[-6:CST]*-64.80*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 05090010 384607,12/20/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 05090010 384607,,-64.8,,33253.51,,0.0,Entertainment
442,20221220000000[-6:CST]*-22.45*0**XX3498 POS WITHDRAWAL. JOANN FABRIC #16 AMES IA 08762969 244718,12/20/2022,XX3498 POS WITHDRAWAL. JOANN FABRIC #16 AMES IA 08762969 244718,,-22.45,,33318.31,,0.0,Shopping
443,20221219000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-620-8880,12/19/2022,CLUB FEES PLANET FIT 515-620-8880,,-24.6,,33340.76,,0.0,Personal
444,20221219000000[-6:CST]*-105.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 20543133 994758,12/19/2022,XX3498 POS PURCHASE AT SQ *ACPS Ames IA 20543133 994758,,-105.0,,33365.36,,0.0,Entertainment
445,20221219000000[-6:CST]*-16.00*0**XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700096 970375,12/19/2022,XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700096 970375,,-16.0,,33470.36,,0.0,Home
446,20221214000000[-6:CST]*-265.21*0**VERIZON WIRELESS PAYMENTS 05885909720000 1,12/14/2022,VERIZON WIRELESS PAYMENTS 05885909720000 1,,-265.21,,33486.36,,0.0,Bills & Utilities
447,20221214000000[-6:CST]*-128.32*0**Alliant - IPL PAYMENT 3836938783,12/14/2022,Alliant - IPL PAYMENT 3836938783,,-128.32,,33751.57,,0.0,Bills & Utilities
448,20221214000000[-6:CST]*-15.50*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 04750156 268568,12/14/2022,XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 04750156 268568,,-15.5,,33879.89,,0.0,Food & Drink
449,20221214000000[-6:CST]*-14.43*0**XX3498 POS WITHDRAWAL. PAMMEL GROCERY AM ES IA 06747584 001482,12/14/2022,XX3498 POS WITHDRAWAL. PAMMEL GROCERY AM ES IA 06747584 001482,,-14.43,,33895.39,,0.0,Groceries
450,20221213000000[-6:CST]*2.12*501**Interest paid,12/13/2022,Interest paid,,,2.12,33909.82,,0.0,Deposit
451,20221213000000[-6:CST]*-125.93*0**XX3498 POS PURCHASE AT THE SPICE THAI C AMES IA 19900155 486551,12/13/2022,XX3498 POS PURCHASE AT THE SPICE THAI C AMES IA 19900155 486551,,-125.93,,33907.7,,0.0,Food & Drink
452,20221213000000[-6:CST]*-69.92*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 85666821 766415,12/13/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 85666821 766415,,-69.92,,34033.63,,0.0,Entertainment
453,20221212000000[-6:CST]*-802.00*0**DHS CSRU IOW DHS IOWDHS012164909,12/12/2022,DHS CSRU IOW DHS IOWDHS012164909,,-802.0,,34103.55,,0.0,Bills & Utilities
454,20221212000000[-6:CST]*-0.29*0**DHS CSRU conv fee IOWDHS012164910,12/12/2022,DHS CSRU conv fee IOWDHS012164910,,-0.29,,34905.55,,0.0,Bills & Utilities
455,20221212000000[-6:CST]*-83.07*0**XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490046 234549000599,12/12/2022,XX3498 POS WITHDRAWAL. Wal-Mart Super C AMES IA 07490046 234549000599,,-83.07,,34905.84,,0.0,Groceries
456,20221212000000[-6:CST]*-20.07*0**XX3498 POS PURCHASE AT AJ S LIQUOR AMES IA 14800467 796051,12/12/2022,XX3498 POS PURCHASE AT AJ S LIQUOR AMES IA 14800467 796051,,-20.07,,34988.91,,0.0,Food & Drink
457,20221212000000[-6:CST]*250.00*501**XX3498 CHECK DEPOSIT.. 405 5TH ST AMES I A IA000619 004060,12/12/2022,XX3498 CHECK DEPOSIT.. 405 5TH ST AMES I A IA000619 004060,,,250.0,35008.98,,0.0,Deposit
458,20221209000000[-6:CST]*-24.37*0**XX3498 POS PURCHASE AT SQ *WOK N ROLL Am es IA 93347702 199755,12/09/2022,XX3498 POS PURCHASE AT SQ *WOK N ROLL Am es IA 93347702 199755,,-24.37,,34758.98,,0.0,Food & Drink
459,20221209000000[-6:CST]*4688.17*501**DONNELLEY FINANC DIRECT DEP 623084708323 L5Z,12/09/2022,DONNELLEY FINANC DIRECT DEP 623084708323 L5Z,,,4688.17,34783.35,,0.0,Deposit
460,20221208000000[-6:CST]*-280.25*0**CHECK DEPOSIT 3761720,12/08/2022,COUNTY TREASURER VEHICLE 3761720,,-280.25,,30095.18,,0.0,Bills & Utilities
461,20221208000000[-6:CST]*-107.66*0**XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 171994,12/08/2022,XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 171994,,-107.66,,30375.43,,0.0,Groceries
462,20221208000000[-6:CST]*-50.00*0**XX3498 POS PURCHASE AT ISU SURPLUS AMES IA 09000256 851427,12/08/2022,XX3498 POS PURCHASE AT ISU SURPLUS AMES IA 09000256 851427,,-50.0,,30483.09,,0.0,Shopping
463,20221208000000[-6:CST]*-48.29*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 81405120 068277,12/08/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 81405120 068277,,-48.29,,30533.09,,0.0,Entertainment
464,20221208000000[-6:CST]*-29.42*0**XX3498 POS PURCHASE AT SQ *ICHIBAN Ames IA 57891119 654024,12/08/2022,XX3498 POS PURCHASE AT SQ *ICHIBAN Ames IA 57891119 654024,,-29.42,,30581.38,,0.0,Food & Drink
465,20221207000000[-6:CST]*-20.00*0**XX3498 POS WITHDRAWAL. HY VEE CLINIC 30 AMES IA 001 371269,12/07/2022,XX3498 POS WITHDRAWAL. HY VEE CLINIC 30 AMES IA 001 371269,,-20.0,,30610.8,,0.0,Groceries
466,20221207000000[-6:CST]*-15.45*0**XX3498 POS WITHDRAWAL. LOWE'S #581 AMES IA 001 117855,12/07/2022,XX3498 POS WITHDRAWAL. LOWE'S #581 AMES IA 001 117855,,-15.45,,30630.8,,0.0,Home
467,20221206000000[-6:CST]*-3024.41*0**CHASE CREDIT CRD AUTOPAY 000000000171904,12/06/2022,CHASE CREDIT CRD AUTOPAY 000000000171904,,-3024.41,,30646.25,,0.0,Bills & Utilities
468,20221206000000[-6:CST]*-136.00*0**XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 100511,12/06/2022,XX3498 POS WITHDRAWAL. WHEATSFIELD COOP AMES IA 68087201 100511,,-136.0,,33670.66,,0.0,Groceries
469,20221206000000[-6:CST]*-35.13*0**XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 02604415 676477,12/06/2022,XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 02604415 676477,,-35.13,,33806.66,,0.0,Food & Drink
470,20221206000000[-6:CST]*-28.49*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 85529713 936148,12/06/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 85529713 936148,,-28.49,,33841.79,,0.0,Entertainment
471,20221205000000[-6:CST]*-712.75*0**IOWA BANKERS MTG ACH PMT XXXXXX2430,12/05/2022,IOWA BANKERS MTG ACH PMT XXXXXX2430,,-712.75,,33870.28,,0.0,Home
472,20221205000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 2406 GRAND AVE AM ES IA IA000624 000580,12/05/2022,XX3498 ATM WITHDRAWAL. 2406 GRAND AVE AM ES IA IA000624 000580,,-200.0,,34583.03,,0.0,Personal
473,20221205000000[-6:CST]*-26.00*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 34257929 926929,12/05/2022,XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 34257929 926929,,-26.0,,34783.03,,0.0,Food & Drink
474,20221205000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 32541010 137903,12/05/2022,XX3498 POS PURCHASE AT SQ *ACPS Ames IA 32541010 137903,,-25.0,,34809.03,,0.0,Entertainment
475,20221205000000[-6:CST]*-21.06*0**XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 98974413 460722,12/05/2022,XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 98974413 460722,,-21.06,,34834.03,,0.0,Food & Drink
476,20221205000000[-6:CST]*-9.94*0**XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00390813 967970,12/05/2022,XX3498 POS PURCHASE AT CULVERS OF AMES A MES IA 00390813 967970,,-9.94,,34855.09,,0.0,Food & Drink
477,20221205000000[-6:CST]*-9.00*0**XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700145 067703,12/05/2022,XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700145 067703,,-9.0,,34865.03,,0.0,Home
478,20221202000000[-6:CST]*-200.00*0**VENMO PAYMENT 1023848195410,12/02/2022,VENMO PAYMENT 1023848195410,,-200.0,,34874.03,,0.0,Personal
479,20221202000000[-6:CST]*-40.00*0**VENMO PAYMENT 1023849356330,12/02/2022,VENMO PAYMENT 1023849356330,,-40.0,,35074.03,,0.0,Personal
480,20221202000000[-6:CST]*-32.00*0**XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 00411596 622436,12/02/2022,XX3498 POS PURCHASE AT SQ *LONDON UNDER Ames IA 00411596 622436,,-32.0,,35114.03,,0.0,Food & Drink
481,20221202000000[-6:CST]*-12.07*0**XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545314 236184,12/02/2022,XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545314 236184,,-12.07,,35146.03,,0.0,Food & Drink
482,20221201000000[-6:CST]*-36.00*0**XX3498 POS PURCHASE AT SQ *THE ANGRY IR Ames IA 16321707 240287,12/01/2022,XX3498 POS PURCHASE AT SQ *THE ANGRY IR Ames IA 16321707 240287,,-36.0,,35158.1,,0.0,Food & Drink
483,20221201000000[-6:CST]*-10.37*0**XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 07450238 112257,12/01/2022,XX3498 POS PURCHASE AT KWIK STOP LIQUOR AMES IA 07450238 112257,,-10.37,,35194.1,,0.0,Food & Drink
484,20221130000000[-6:CST]*-8.44*0**XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545314 899388,11/30/2022,XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545314 899388,,-8.44,,35204.47,,0.0,Food & Drink
485,20221129000000[-6:CST]*-64.00*0**XX3498 POS WITHDRAWAL. FAREWAY STORES # AMES IA 92405701 427800,11/29/2022,XX3498 POS WITHDRAWAL. FAREWAY STORES # AMES IA 92405701 427800,,-64.0,,35212.91,,0.0,Groceries
486,20221129000000[-6:CST]*-40.25*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 77140690 801669,11/29/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 77140690 801669,,-40.25,,35276.91,,0.0,Entertainment
487,20221129000000[-6:CST]*-8.56*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 77140773 296446,11/29/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 77140773 296446,,-8.56,,35317.16,,0.0,Entertainment
488,20221128000000[-6:CST]*-67.89*0**CITY OF AMES UT BILL 002629810006826,11/28/2022,CITY OF AMES UT BILL 002629810006826,,-67.89,,35325.72,,0.0,Bills & Utilities
489,20221128000000[-6:CST]*-11.00*0**XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 77002543 834392,11/28/2022,XX3498 POS PURCHASE AT O DONNELL ACE HA AMES IA 77002543 834392,,-11.0,,35393.61,,0.0,Home
490,20221125000000[-6:CST]*-200.00*0**XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 002094,11/25/2022,XX3498 ATM WITHDRAWAL. 405 5TH ST AMES I A IA000614 002094,,-200.0,,35404.61,,0.0,Personal
491,20221125000000[-6:CST]*-138.00*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 987763,11/25/2022,XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 987763,,-138.0,,35604.61,,0.0,Groceries
492,20221125000000[-6:CST]*-63.14*0**XX3498 POS PURCHASE AT SQ *THAI KITCHEN Ames IA 75566628 275710,11/25/2022,XX3498 POS PURCHASE AT SQ *THAI KITCHEN Ames IA 75566628 275710,,-63.14,,35742.61,,0.0,Food & Drink
493,20221125000000[-6:CST]*-9.19*0**XX3498 POS WITHDRAWAL. KUMGO 0510 STUA STUART IA 001 663654,11/25/2022,XX3498 POS WITHDRAWAL. KUM&GO 0510 STUA STUART IA 001 663654,,-9.19,,35805.75,,0.0,Gas
494,20221125000000[-6:CST]*4474.25*501**DONNELLEY FINANC DIRECT DEP 417564143997 L5Z,11/25/2022,DONNELLEY FINANC DIRECT DEP 417564143997 L5Z,,,4474.25,35814.94,,0.0,Deposit
495,20221123000000[-6:CST]*-588.12*0**FARMERS INS EFT PYMT mXXXXX5868,11/23/2022,FARMERS INS EFT PYMT mXXXXX5868,,-588.12,,31340.69,,0.0,Automotive
496,20221123000000[-6:CST]*-98.67*0**CITY OF AMES UT BILL 002819790003022,11/23/2022,CITY OF AMES UT BILL 002819790003022,,-98.67,,31928.81,,0.0,Bills & Utilities
497,20221123000000[-6:CST]*-50.45*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 25248660 669234,11/23/2022,XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 25248660 669234,,-50.45,,32027.48,,0.0,Food & Drink
498,20221123000000[-6:CST]*-30.33*0**XX3498 POS PURCHASE AT SQ *LOCKWOOD AMES IA 79788499 480295,11/23/2022,XX3498 POS PURCHASE AT SQ *LOCKWOOD AMES IA 79788499 480295,,-30.33,,32077.93,,0.0,Food & Drink
499,20221122000000[-6:CST]*-22.25*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 91860199 062889,11/22/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 91860199 062889,,-22.25,,32108.26,,0.0,Entertainment
500,20221122000000[-6:CST]*-6.94*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 91860017 425559,11/22/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 91860017 425559,,-6.94,,32130.51,,0.0,Entertainment
501,20221121000000[-6:CST]*-69.88*0**Alliant - IPL PAYMENT 0061467186,11/21/2022,Alliant - IPL PAYMENT 0061467186,,-69.88,,32137.45,,0.0,Bills & Utilities
502,20221121000000[-6:CST]*-25.00*0**XX3498 POS PURCHASE AT SQ *ACPS Ames IA 76160237 783895,11/21/2022,XX3498 POS PURCHASE AT SQ *ACPS Ames IA 76160237 783895,,-25.0,,32207.33,,0.0,Entertainment
503,20221118000000[-6:CST]*-110.70*0**XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 02604472 165876,11/18/2022,XX3498 POS PURCHASE AT LA CASA MAYA AMES IA 02604472 165876,,-110.7,,32232.33,,0.0,Food & Drink
504,20221118000000[-6:CST]*-8.55*0**XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545314 565530,11/18/2022,XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545314 565530,,-8.55,,32343.03,,0.0,Food & Drink
505,20221117000000[-6:CST]*-35.00*0**VENMO PAYMENT 1023528217512,11/17/2022,VENMO PAYMENT 1023528217512,,-35.0,,32351.58,,0.0,Personal
506,20221117000000[-6:CST]*-24.60*0**CLUB FEES PLANET FIT 515-620-8880,11/17/2022,CLUB FEES PLANET FIT 515-620-8880,,-24.6,,32386.58,,0.0,Personal
507,20221116000000[-6:CST]*-239.74*0**VERIZON WIRELESS PAYMENTS 05885909720000 1,11/16/2022,VERIZON WIRELESS PAYMENTS 05885909720000 1,,-239.74,,32411.18,,0.0,Bills & Utilities
508,20221116000000[-6:CST]*-51.23*0**XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 612089,11/16/2022,XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 612089,,-51.23,,32650.92,,0.0,Groceries
509,20221116000000[-6:CST]*-12.07*0**XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545314 173743,11/16/2022,XX3498 POS WITHDRAWAL. MCDONALD'S M2021 AMES IA 81545314 173743,,-12.07,,32702.15,,0.0,Food & Drink
510,20221116000000[-6:CST]*-10.37*0**XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 613045,11/16/2022,XX3498 POS WITHDRAWAL. HY VEE 1013 AMES IA 1 613045,,-10.37,,32714.22,,0.0,Groceries
511,20221115000000[-6:CST]*-50.44*0**XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 63251491 447711,11/15/2022,XX3498 POS PURCHASE AT PERFECT GAMES AME S IA 63251491 447711,,-50.44,,32724.59,,0.0,Entertainment
512,20221115000000[-6:CST]*-37.58*0**XX3498 POS WITHDRAWAL. FAREWAY STORES # AMES IA 92405701 382500,11/15/2022,XX3498 POS WITHDRAWAL. FAREWAY STORES # AMES IA 92405701 382500,,-37.58,,32775.03,,0.0,Groceries
513,20221115000000[-6:CST]*-33.50*0**XX3498 POS WITHDRAWAL. IA DOT DRIVER SV AMES IA 80001995 446762773665,11/15/2022,XX3498 POS WITHDRAWAL. IA DOT DRIVER SV AMES IA 80001995 446762773665,,-33.5,,32812.61,,0.0,Automotive
514,20221114000000[-6:CST]*-70.67*0**Alliant - IPL PAYMENT 3836938783,11/14/2022,Alliant - IPL PAYMENT 3836938783,,-70.67,,32846.11,,0.0,Bills & Utilities
515,20221114000000[-6:CST]*-83.00*0**XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 930249,11/14/2022,XX3498 POS WITHDRAWAL. HY VEE 1018 AMES IA 1 930249,,-83.0,,32916.78,,0.0,Groceries
516,20221114000000[-6:CST]*-33.17*0**XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 70241033 959781,11/14/2022,XX3498 POS PURCHASE AT SQ *CORNBRED BAR Ames IA 70241033 959781,,-33.17,,32999.78,,0.0,Food & Drink
517,20221114000000[-6:CST]*-14.00*0**XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700411 649414,11/14/2022,XX3498 POS PURCHASE AT GOODWILL AMES AME S IA 99700411 649414,,-14.0,,33032.95,,0.0,Home
